name,category,style,abv,ibu,srm
Bonaventure Pale Ale,North American Ale,American-Style Pale Ale,5.5,0.0,0.0
Boont Amber Ale,North American Ale,American-Style Amber/Red Ale,5.800000190734863,0.0,0.0
Bornem Double,Belgian and French Ale,Other Belgian-Style Ales,8.0,0.0,0.0
Bornem Triple,Belgian and French Ale,Other Belgian-Style Ales,9.0,0.0,0.0
Borsodi,German Lager,German-Style Pilsener,5.0,0.0,0.0
Bos Keun,Belgian and French Ale,Belgian-Style Pale Strong Ale,8.899999618530273,0.0,0.0
Boss Hog Double IPA,North American Ale,Imperial or Double India Pale Ale,10.100000381469727,0.0,0.0
Boston Red,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Bottle Conditioned Porter,Irish Ale,Porter,5.5,0.0,0.0
Bottleworks IPA,North American Ale,American-Style India Pale Ale,8.5,0.0,0.0
Boulder Creek Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Bourbon Barrel Aged Winter Warmer,Other Style,Winter Warmer,9.5,0.0,0.0
Bourbon Barrel Smoked Porter,Irish Ale,Porter,0.0,0.0,0.0
Bourbon County Brand Coffee Stout,North American Ale,American-Style Imperial Stout,13.0,0.0,0.0
Bourbon Street Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Bower City Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Boxcar Brown Ale,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Boys of Summer Wheat,North American Lager,American-Style Lager,3.5,0.0,0.0
Brain Damage,British Ale,Old Ale,0.0,0.0,0.0
Brandenburg Gate MÃ¤rzen,German Lager,German-Style Oktoberfest,0.0,0.0,0.0
Brau Light,North American Lager,American-Style Lager,0.0,0.0,0.0
Braunbier,German Lager,German-Style Oktoberfest,5.699999809265137,0.0,0.0
Breakup Bock,German Lager,Traditional German-Style Bock,7.0,0.0,0.0
Brew Ribbon,North American Lager,American-Style Lager,0.0,0.0,0.0
Brewhouse Lager,North American Lager,American-Style Lager,4.5,0.0,0.0
Breznak Dunkles/Dark,North American Ale,Dark American-Belgo-Style Ale,3.700000047683716,0.0,0.0
Bridge Out Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Brilliant Barstool,British Ale,Classic English-Style Pale Ale,5.099999904632568,0.0,0.0
British Nut Brown,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Broad Ax Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Broad Axe Stout,North American Ale,American-Style Stout,5.0,0.0,0.0
Brockton Black Lager,German Lager,German-Style Schwarzbier,6.5,0.0,0.0
Brogen Meadow Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Broken Keg Ice Bock,German Lager,Traditional German-Style Bock,15.0,0.0,0.0
Broken Spoke,North American Ale,American-Style Pale Ale,5.0,0.0,0.0
Bronze Griffin,Belgian and French Ale,Other Belgian-Style Ales,6.800000190734863,0.0,0.0
Broodoo,North American Ale,American-Style India Pale Ale,5.5,0.0,0.0
Brooklyn Summer Ale,North American Ale,Golden or Blonde Ale,0.0,0.0,0.0
Brotherhood Black & Tan,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Brown,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Brown Ale,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Brown Bear Ale,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Brown Bear Brown Ale,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Brown Cow Ale,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Brown Fox Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Brown Trout Brown,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Bruegel Amber Ale,North American Ale,American-Style Amber/Red Ale,5.199999809265137,0.0,0.0
Brueghel Blonde,Belgian and French Ale,Belgian-Style Tripel,5.900000095367432,0.0,0.0
Brunette Nut Brown Ale,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Bruocsella 1900 Grand Cru,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
BrÃ¤u-Weisse,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Bubbaganoush Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Bube's Kiwi-Strawberry Wheat,Other Style,Fruit Beer,0.0,0.0,0.0
Bube's Munich Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Bube's Red Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Bube's Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Buccaneer Brown Ale,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Buck Naked,North American Lager,American-Style Light Lager,3.200000047683716,0.0,0.0
Buckeye Brown,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Buckeye Oatmeal Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Bucktown Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Bud Ice,North American Lager,American-Style Lager,5.5,0.0,0.0
Bud Ice Light,North American Lager,American-Style Lager,4.099999904632568,0.0,0.0
Bud Light Golden Wheat,Belgian and French Ale,Belgian-Style White,0.0,0.0,0.0
Budweiser,North American Lager,American-Style Light Lager,5.0,0.0,0.0
Budweiser Select,North American Lager,American-Style Light Lager,4.300000190734863,0.0,0.0
Buffalo Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Buffalo Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Buffalo Nutty Brown,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Buffalo Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Bugeater Brown Ale,North American Ale,American-Style Brown Ale,4.400000095367432,0.0,0.0
Bull Town Brown,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Bulldog Brown,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Bumbucha Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Burly Brown Ale,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Burning River Pale Ale,North American Ale,American-Style Pale Ale,6.0,0.0,0.0
Burntwood Black Ale,Irish Ale,Porter,0.0,0.0,0.0
Burton Baton,North American Ale,American-Style Pale Ale,10.0,0.0,0.0
Burton Porter,Irish Ale,Porter,0.0,0.0,0.0
Busby Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Butthead Doppelbock,German Lager,German-Style Doppelbock,8.199999809265137,0.0,0.0
Buzz Beer,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Buzzard Breath (discontinued),North American Ale,American-Style Pale Ale,5.0,0.0,0.0
BÃªte des Vosges,British Ale,Old Ale,0.0,0.0,0.0
CD-Pils,German Lager,German-Style Pilsener,4.900000095367432,0.0,0.0
Cabro Extra,North American Lager,American-Style Lager,0.0,0.0,0.0
Caguama,German Lager,German-Style Pilsener,3.9000000953674316,0.0,0.0
Caldera IPA,North American Ale,American-Style India Pale Ale,6.099999904632568,0.0,0.0
California Dreaming,North American Ale,Imperial or Double India Pale Ale,8.0,0.0,0.0
California Gold,North American Lager,American-Style Lager,4.5,0.0,0.0
Calumet Amber,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Calumet Bock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Calumet Dark,Irish Ale,Porter,0.0,0.0,0.0
Calumet Wheat,North American Lager,American-Style Lager,0.0,0.0,0.0
Cambonator Doppelbock,German Lager,Traditional German-Style Bock,7.199999809265137,0.0,0.0
Canadian Ale,North American Lager,American-Style Lager,0.0,0.0,0.0
Canadian Breakfast Stout,North American Ale,American-Style Imperial Stout,9.399999618530273,0.0,0.0
Canadian Lager Beer,North American Lager,American-Style Lager,5.0,0.0,0.0
Canadian Light,North American Lager,American-Style Lager,0.0,0.0,0.0
Canary Wheat,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Canvas Back American Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Capital Brown Ale,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Capital Dark Doppelbock,German Lager,German-Style Doppelbock,0.0,0.0,0.0
Capital Fest Beer,German Lager,German-Style Oktoberfest,0.0,0.0,0.0
Capital Island Wheat,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Capital Kloster Weizen,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Capital Maibock,German Lager,German-Style Heller Bock/Maibock,0.0,0.0,0.0
Capital Oktoberfest,German Lager,German-Style Oktoberfest,0.0,0.0,0.0
Capital Prairie Gold,Belgian and French Ale,Other Belgian-Style Ales,0.0,0.0,0.0
Capital Raspberry Wheat,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Capital Rustic Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Capital Special Pilsner,German Lager,German-Style Pilsener,0.0,0.0,0.0
Capital U.S. Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Capital Weizen Doppelbock,German Ale,South German-Style Weizenbock,0.0,0.0,0.0
Capital Wisconsin Amber,North American Lager,American-Style Lager,0.0,0.0,0.0
Cappuccino Stout,North American Ale,American-Style Stout,8.300000190734863,0.0,0.0
Captain Selin's Cream,Other Style,American-Style Cream Ale or Lager,0.0,0.0,0.0
Caramel Apple Ale,British Ale,English-Style Pale Mild Ale,0.0,0.0,0.0
Caramel Rye,North American Lager,American-Style Lager,0.0,0.0,0.0
Cardinal Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Carling,North American Lager,American-Style Lager,4.099999904632568,0.0,0.0
Carnegie Stark-Porter,Irish Ale,Porter,5.5,0.0,0.0
Carta Blanca,North American Lager,American-Style Lager,0.0,0.0,0.0
Cartwright Pale Ale,North American Ale,American-Style Pale Ale,4.300000190734863,0.0,0.0
Cascade Amber,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Cascade Razberry Wheat,Other Style,Fruit Beer,4.5,0.0,0.0
Casey Jones Imperial IPA,North American Ale,American-Style India Pale Ale,7.25,0.0,0.0
Cask Hefe,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Cass Fresh,North American Lager,American-Style Lager,0.0,0.0,0.0
Cassis Reserve Lambic â€˜06,Belgian and French Ale,Belgian-Style Fruit Lambic,6.5,0.0,0.0
Cat Tail Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Category 5 Strong Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Catfish Cream Ale,North American Lager,American-Style Lager,5.0,0.0,0.0
Celebration Ale 1992,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Celebration Red,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Celebration Wheat,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Celtic Copper Ale,North American Ale,American-Style Amber/Red Ale,5.199999809265137,0.0,0.0
Celtic Cream Ale,North American Lager,American-Style Lager,0.0,0.0,0.0
Celtic Cross Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Celtic Knot Irish Red,North American Ale,American-Style Amber/Red Ale,4.800000190734863,0.0,0.0
Celtic Rose,Irish Ale,Irish-Style Red Ale,5.0,0.0,0.0
Celtic Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Censored (aka The Kronic),North American Ale,American-Style Amber/Red Ale,5.900000095367432,0.0,0.0
Cerise,Other Style,Fruit Beer,6.5,0.0,0.0
Certified Organic India Pale Ale,North American Ale,American-Style Pale Ale,7.0,0.0,0.0
Certified Organic Porter,Irish Ale,Porter,5.5,0.0,0.0
Cerveza Diablo,North American Lager,American-Style Lager,7.5,0.0,0.0
Cerveza Negra,North American Ale,American-Style Stout,6.5,0.0,0.0
Cerveza Roja,German Lager,German-Style Oktoberfest,6.0,0.0,0.0
Cerveza Sol,North American Lager,American-Style Lager,4.5,0.0,0.0
Champions Clubhouse Classic,British Ale,English-Style Pale Mild Ale,0.0,0.0,0.0
Chapeau Exotic Lambic,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
Chapeau Fraises Lambic,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
Chapeau Framboise Lambic,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
Chapeau Mirabelle Lambic,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
Chapeau PÃªche Lambic,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
Chapeau Tropical Lambic,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
Chautauqua Brew,North American Ale,American-Style Amber/Red Ale,4.900000095367432,0.0,0.0
Chazz Cat Rye,North American Lager,American-Style Lager,0.0,0.0,0.0
Chehalem Mountain IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Cherokee Red Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Cherry Ale,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Cherry Ice,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Cherry Rail,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Chesapeake Amber Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Chessie Cherry,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Chestnut Brown Ale,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Chicago Fire,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Chimay Triple (Chimay White),Belgian and French Ale,Belgian-Style Tripel,8.0,0.0,0.0
Chinook Amber,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Choc American Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Chocolate Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Christmas Ale,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Christmas Bock,German Lager,Traditional German-Style Bock,6.0,0.0,0.0
Chubby Brown,North American Ale,American-Style Brown Ale,8.0,0.0,0.0
Church Brew Oktoberfest,German Lager,German-Style Oktoberfest,5.199999809265137,0.0,0.0
Cider Jack,Other Style,Fruit Beer,0.0,0.0,0.0
Circket Hill American Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Classic American Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Classic Gueuze,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
Classic Oatmeal Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Classic Pale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Classic Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Classic Special Brew,North American Lager,American-Style Lager,0.0,0.0,0.0
Classic Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Claymore Scotch Ale,British Ale,Scotch Ale,0.0,0.0,0.0
Clearwater Light,North American Lager,American-Style Lager,0.0,0.0,0.0
Cleary Red,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Climax Doppel Bock,German Lager,German-Style Doppelbock,8.0,0.0,0.0
Climax Nut Brown Ale,North American Ale,American-Style Brown Ale,5.199999809265137,0.0,0.0
Clipper Gold Hefeweizen,North American Lager,American-Style Lager,5.199999809265137,0.0,0.0
Clover Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Coal Creek Porter,Irish Ale,Porter,0.0,0.0,0.0
Coal Porter,Irish Ale,Porter,0.0,0.0,0.0
Cocoa Loco,North American Ale,American-Style Imperial Stout,7.0,0.0,0.0
Coffee Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Cold Cock Porter (discontinued),Irish Ale,Porter,0.0,0.0,0.0
Cold Hop,British Ale,English-Style India Pale Ale,6.5,0.0,0.0
Cole Porter,Irish Ale,Porter,0.0,0.0,0.0
Collapsar Oatmeal Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Colonel Paris Pale Ale,North American Ale,American-Style Pale Ale,4.5,0.0,0.0
Colony Oatmeal Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Colorado Trail Nut Brown Ale,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Columbus Bock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Columbus Pils,German Lager,German-Style Pilsener,4.900000095367432,0.0,0.0
Come About Imperial Stout,North American Ale,American-Style Imperial Stout,9.0,0.0,0.0
Conquest Ale,British Ale,Old Ale,9.0,0.0,0.0
Cooper River Red,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Cooper's Cave Pale Ale,British Ale,Classic English-Style Pale Ale,0.0,0.0,0.0
Coopers Sparkling Ale,British Ale,Classic English-Style Pale Ale,5.800000190734863,0.0,0.0
Copper,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Copper Head Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Copper Kettle Weiss,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Copper Wheat,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Copper Wheat,North American Lager,American-Style Lager,0.0,0.0,0.0
Copperhead Premium Ruby Lager,German Lager,German-Style Oktoberfest,0.0,0.0,0.0
Cork Brown Ale,Irish Ale,Porter,0.0,0.0,0.0
Corona Extra,North American Lager,American-Style Lager,4.599999904632568,0.0,0.0
Corona Light,North American Lager,American-Style Light Lager,4.099999904632568,0.0,0.0
Coronator Helle Doppelbock,German Lager,Traditional German-Style Bock,7.5,0.0,0.0
Cortland Wheat,North American Lager,American-Style Lager,0.0,0.0,0.0
Cottonwood Endo India Pale Ale,North American Ale,American-Style India Pale Ale,5.900000095367432,0.0,0.0
Country Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Courthouse Copper,North American Lager,American-Style Lager,0.0,0.0,0.0
Cow Palace Scotch Ale,British Ale,Scotch Ale,6.800000190734863,0.0,0.0
Cow Palace Scotch Ale 1998,British Ale,Scotch Ale,8.699999809265137,0.0,0.0
Cow Palace Scotch Ale 2000,British Ale,Scotch Ale,0.0,0.0,0.0
Cow Palace Scotch Ale 2001,British Ale,Scotch Ale,11.100000381469727,0.0,0.0
Cream,North American Lager,American-Style Lager,0.0,0.0,0.0
Cream Ale,British Ale,English-Style Pale Mild Ale,0.0,0.0,0.0
Cream Ale,North American Lager,American-Style Lager,0.0,0.0,0.0
Cream City Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Cream Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Creamation Ale,Other Style,American-Style Cream Ale or Lager,0.0,0.0,0.0
Creamy Dark,North American Lager,American-Style Lager,4.900000095367432,0.0,0.0
Creamy Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Creme Brulee Imperial Milk Stout,British Ale,Sweet Stout,10.0,0.0,0.0
Crooked Door,North American Ale,American-Style Amber/Red Ale,5.0,0.0,0.0
Crop Circle Wheat,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Cross of Gold,North American Ale,Golden or Blonde Ale,0.0,0.0,0.0
Crystal Pier Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Cumberland Pale Ale,North American Ale,American-Style Pale Ale,4.599999904632568,0.0,0.0
Curator Dunkler Doppelbock,German Lager,Traditional German-Style Bock,9.0,0.0,0.0
CuvÃ©e RenÃ© Grand Cru Gueuze Lambic,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
CuvÃ©e des Champions 2003-2004,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
Cypress Honey Lager,North American Lager,American-Style Lager,4.699999809265137,0.0,0.0
Czar Imperial Stout,North American Ale,American-Style Stout,11.899999618530273,0.0,0.0
D. Carnegie and Company Porter,North American Ale,American-Style Stout,5.5,0.0,0.0
DPA,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Da Bier Altbier,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Daas Organic Witte,Belgian and French Ale,Belgian-Style White,5.0,0.0,0.0
Dam Straight Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Danger Ale,North American Ale,American-Style Brown Ale,5.199999809265137,0.0,0.0
Dark,Irish Ale,Porter,0.0,0.0,0.0
Dark Ale,British Ale,English-Style Pale Mild Ale,4.5,0.0,0.0
Dark Ale,North American Lager,American-Style Lager,0.0,0.0,0.0
Dark Lager,German Lager,German-Style Schwarzbier,0.0,0.0,0.0
Dark Lager,North American Lager,American-Style Lager,6.099999904632568,0.0,0.0
Dark Pilsener,North American Lager,American-Style Lager,5.5,0.0,0.0
Dark Satin,German Lager,German-Style Schwarzbier,0.0,0.0,0.0
Dark Star,Irish Ale,Porter,0.0,0.0,0.0
Dark Walnut Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Dark Wheat,North American Lager,American-Style Lager,0.0,0.0,0.0
Davie Poplar IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Dead Leaf Green,British Ale,Special Bitter or Best Bitter,5.679999828338623,0.0,0.0
Dead Man Walkin' IPA,North American Ale,American-Style India Pale Ale,6.400000095367432,0.0,0.0
Dead Reckoning Porter,Irish Ale,Porter,5.800000190734863,0.0,0.0
Deep Enders Dark,Irish Ale,Porter,0.0,0.0,0.0
Deep Powder Winter Ale,British Ale,Old Ale,0.0,0.0,0.0
Deep Shaft Stout,North American Ale,American-Style Stout,6.199999809265137,0.0,0.0
